,w_name
10928,و
10929,القرابين
10930,التي
10931,كانت
10932,تعتبر
10933,لائقة
10934,.
10935,كان
10936,ذلك
10937,عبر
10938,القارب
10939,من
10940,أوروبا
10941,القارية
10942,.
10943,كانت
10944,البقايا
10945,الشعائرية
10946,المكتشفة
10947,في
10948,الموقع
10949,عبارة
10950,عن
10951,صف
10952,من
10953,عشرة
10954,أحجار
10955,كبيرة
10956,واقفة
10957,","
10958,تعرف
10959,ب
10960,اسم
10961,حجر
10962,الحدود
10963,","
10964,تشير
10965,صوب
10966,الشمال
10967,و
10968,الجنوب
10969,","
10970,يبلغ
10971,ارتفاع
10972,أطول
10973,ها
10974,3
10975,أمتار
10976,","
10977,مع
10978,وجود
10979,هيكل
10980,على
10981,شكل
10982,مذبح
10983,في
10984,الوسط
10985,","
10986,و
10987,حوض
10988,حجري
10989,كبير
10990,مربع
10991,الشكل
10992,.
10993,لا
10994,تزال
10995,الغاية
10996,المحددة
10997,ل
10998,هذه
10999,الأحجار
11000,الضخمة
11001,مثار
11002,جدل
11003,","
11004,لكن
11005,ربما
11006,كانت
11007,تشكل
11008,""""
11009,مكان
11010,عبادة
11011,""""
11012,كنعاني
11013,من
11014,العصر
11015,البرونزي
11016,الوسيط
11017,حوالي
11018,عام
11019,1600
11020,قبل
11021,الميلاد
11022,.
11023,دمرت
11024,المدينة
11025,الكنعانية
11026,ب
11027,فعل
11028,حريق
11029,من
11030,المفترض
11031,أن
11032,ه
11033,حدث
11034,في
11035,أعقاب
11036,حملة
11037,قام
11038,ب
11039,ها
11040,الفرعون
11041,المصري
11042,تحتمس
11043,الثالث
11044,.
11045,أقدم
11046,إشارة
11047,تاريخية
11048,معروفة
11049,عن
11050,المدينة
11051,موجودة
11052,في
11053,معبد
11054,تحتمس
11055,في
11056,الكرنك
11057,على
11058,نقش
11059,يتحدث
11060,عن
11061,المواقع
11062,التي
11063,احتلت
11064,.
11065,تضم
11066,رسائل
11067,تل
11068,العمارنة
11069,","
11070,التي
11071,تعود
11072,إلى
11073,القرن
11074,الرابع
11075,عشر
11076,قبل
11077,الميلاد
11078,","
11079,عشر
11080,رسائل
11081,من
11082,ملوك
11083,تل
11084,الجزر
11085,تقسم
11086,ب
11087,الولاء
11088,ل
11089,لفرعون
11090,المصري
11091,.
11092,يسجل
11093,في
11094,شهادة
11095,الميلاد
11096,التايلاندية
11097,تاريخ
11098,اليوم
11099,و
11100,الشهر
11101,و
11102,ساعة
11103,الولادة
11104,","
11105,يلي
11106,ها
11107,يوم
11108,الأسبوع
11109,و
11110,التاريخ
11111,القمري
11112,و
11113,اسم
11114,البرج
11115,الحيواني
11116,المطبق
11117,في
11118,تلك
11119,السنة
11120,.
11121,برج
11122,ها
11123,الحيواني
11124,هو
11125,القرد
11126,و
11127,كانت
11128,ذكرا
11129,ها
11130,السنوية
11131,الستين
11132,التقليدية
11133,الكبيرة
11134,عام
11135,1992
11136,.
11137,الألوان
11138,المباركة
11139,ل
11140,ليوم
11141,موجودة
11142,في
11143,جدول
11144,أيام
11145,الأسبوع
11146,","
11147,و
11148,تحت
11149,ها
11150,رابط
11151,إلى
11152,صور
11153,بوذا
11154,ل
11155,كل
11156,يوم
11157,من
11158,أيام
11159,الأسبوع
11160,.
11161,السنة
11162,الصينية
11163,الجديدة
11164,و
11165,غير
11166,ها
11167,من
11168,الأعياد
11169,التي
11170,يتقيد
11171,ب
11172,ها
11173,التايلانديون
11174,الصينيون
11175,تختلف
11176,ب
11177,ما
11178,يتعلق
11179,ب
11180,التقويمين
11181,معا
11182,","
11183,حيث
11184,أن
11185,ها
11186,تحسب
11187,وفقا
11188,ل
11189,لتقويم
11190,الصيني
11191,.
11192,ب
11193,الإضافة
11194,إلى
11195,ذلك
11196,","
11197,عزز
11198,الدفاعات
11199,بين
11200,مصر
11201,و
11202,آسيا
11203,","
11204,مشيدا
11205,أسوار
11206,الحاكم
11207,في
11208,منطقة
11209,شرق
11210,الدلتا
11211,.
11212,حكم
11213,خمس
11214,عشرة
11215,سنة
11216,فقط
11217,","
11218,و
11219,يدل
11220,على
11221,ذلك
11222,عدم
11223,اكتمال
11224,العديد
11225,من
11226,منشآت
11227,ه
11228,.
11229,ب
11230,الرغم
11231,من
11232,ذلك
11233,","
11234,يبدو
11235,أن
11236,كلي
11237,هما
11238,سيطر
11239,على
11240,أجزاء
11241,على
11242,الأقل
11243,من
11244,مصر
11245,السفلى
11246,.
11247,في
11248,9
11249,أيلول
11250,من
11251,عام
11252,2002
11253,","
11254,استدرج
11255,ألدرين
11256,إلى
11257,فندق
11258,في
11259,بيفرلي
11260,هيلز
11261,ب
11262,حجة
11263,إجراء
11264,مقابلة
11265,من
11266,أجل
11267,برنامج
11268,تلفزيوني
11269,ياباني
11270,ل
11271,لأطفال
11272,موضوع
11273,ه
11274,الفضاء
11275,.
11276,تزوج
11277,ألدرين
11278,ثلاث
11279,مرات
11280,.
11281,عام
11282,1519
11283,","
11284,أصبح
11285,حاكم
11286,إمبراطورية
11287,هابسبورغ
11288,","
11289,ثم
11290,حاز
11291,على
11292,لقب
11293,الإمبراطور
11294,الروماني
11295,المقدس
11296,عام
11297,1530
11298,.
11299,كان
11300,ينظر
11301,إلى
11302,كارلوس
11303,ب
11304,الرغم
11305,من
11306,أفعال
11307,ه
11308,القاسية
11309,على
11310,أن
11311,ه
11312,حاكم
11313,متعاطف
11314,مع
11315,حاجات
11316,هولندا
11317,.
11318,عام
11319,1566
11320,","
11321,قدمت
11322,مجموعة
11323,مكونة
11324,من
11325,نحو
11326,400
11327,شخص
11328,من
11329,النبلاء
11330,عريضة
11331,إلى
11332,الحاكمة
11333,مارغريت
11334,دوقة
11335,بارما
11336,ل
11337,وقف
11338,الاضطهاد
11339,حتى
11340,عودة
11341,البقية
11342,.
11343,تسبب
11344,صراع
11345,ها
11346,ضد
11347,الإمبراطورية
11348,العثمانية
11349,في
11350,البحر
11351,المتوسط
11352,ب
11353,تقييد
11354,كبير
11355,ل
11356,لقوة
11357,العسكرية
11358,التي
11359,كان
11360,يمكن
11361,توجيي
11362,ها
11363,ضد
11364,المتمردين
11365,في
11366,هولندا
11367,.
11368,أنشئ
11369,مرصد
11370,فلكي
11371,من
11372,العصر
11373,البرونزي
11374,هناك
11375,عام
11376,1900
11377,ق
11378,.
11379,م
11380,تقريبا
11381,و
11382,ظل
11383,يخدم
11384,المجتمع
11385,الذي
11386,كان
11387,يعيش
11388,هناك
11389,ب
11390,شكل
11391,متواصل
11392,حتى
11393,عام
11394,700
11395,ق
11396,.
11397,م
11398,تقريبا
11399,.
11400,استخدمت
11401,المساحة
11402,المركزية
11403,ل
11404,مراقبة
11405,شروق
11406,الشمس
11407,و
11408,اكتمال
11409,القمر
11410,.
11411,تحدد
11412,ثلاث
11413,علامات
11414,موقع
11415,شروق
11416,الشمس
11417,في
11418,الانقلابين
11419,الشمسيين
11420,الصيفي
11421,و
11422,الشتوي
11423,و
11424,في
11425,الاعتدالين
11426,.
11427,أربع
11428,علامات
11429,أخرى
11430,تعطي
11431,ميل
11432,القمر
11433,المكتمل
11434,الأدنى
11435,و
11436,الأقصى
11437,:
11438,في
11439,الصيف
11440,","
11441,و
11442,في
11443,الشتاء
11444,.
11445,و
11446,علامتان
11447,تقيسان
11448,طول
11449,الأشهر
11450,القمرية
11451,.
11452,تكمن
11453,أهميت
11454,ه
11455,في
11456,حقيقتين
11457,.
11458,و
11459,خلال
11460,العصر
11461,ما
11462,بعد
11463,الكلاسيكي
11464,في
11465,يوكاتان
11466,استخدم
11467,نظام
11468,ثالث
11469,.
11470,ثمة
11471,جدل
11472,كبير
11473,على
11474,أصل
11475,كلمة
11476,هسبانيا
11477,و
11478,تستند
11479,أدلة
11480,كل
11481,التخمينات
11482,المختلفة
11483,في
11484,أحسن
11485,الأحوال
11486,على
11487,مجرد
11488,تشابهات
11489,من
11490,المرجح
11491,أن
11492,تكون
11493,من
11494,قبيل
11495,الصدفة
11496,","
11497,و
11498,على
11499,أدلة
11500,ظنية
11501,داعمة
11502,.
11503,لكن
11504,تأثير
11505,إسبانيا
11506,على
11507,الوافدين
11508,الجدد
11509,كان
11510,كبيرا
11511,أيضا
11512,.
11513,خلال
11514,المرحلة
11515,الأولى
11516,من
11517,الرومنة
11518,","
11519,قسمت
11520,شبه
11521,الجزيرة
11522,إلى
11523,قسمين
11524,من
11525,قبل
11526,الرومان
11527,ل
11528,أغراض
11529,إدارية
11530,.
11531,ب
11532,حلول
11533,القرن
11534,الثالث
11535,","
11536,أحدث
11537,الإمبراطور
11538,كركلا
11539,تقسيما
11540,جديدا
11541,استمر
11542,ل
11543,فترة
11544,وجيزة
11545,فقط
11546,.
11547,لقد
11548,أثر
11549,في
11550,هما
11551,جمال
11552,منطقة
11553,بحيرة
11554,روديارد
11555,إلى
11556,درجة
11557,أن
11558,هما
11559,عند
11560,ولادة
11561,طفل
11562,هما
11563,الأول
11564,ألحقا
11565,اسم
11566,ها
11567,ب
11568,اسم
11569,ه
11570,.
11571,خلال
11572,وجود
11573,ه
11574,هناك
11575,أيضا
11576,","
11577,التقى
11578,كيبلينغ
11579,و
11580,وقع
11581,في
11582,حب
11583,فلورانس
11584,غارارد
11585,التي
11586,كانت
11587,ترافق
11588,تريكس
11589,في
11590,ساوثسي
11591,(
11592,التي
11593,عادت
11594,إلي
11595,ها
11596,تريكس
11597,)
11598,.
11599,جعل
11600,ستيفين
11601,ويلر
11602,","
11603,المحرر
11604,","
11605,كيبلينغ
11606,يعمل
11607,ب
11608,جد
11609,","
11610,غير
11611,أن
11612,حاجة
11613,كيبلينغ
11614,إلى
11615,الكتابة
11616,لم
11617,يكن
11618,ب
11619,الإمكان
11620,إيقاف
11621,ها
11622,.
11623,ب
11624,العودة
11625,إلى
11626,لاهور
11627,","
11628,ظهرت
11629,نحو
11630,39
11631,قصة
11632,في
11633,الجريدة
11634,الرسمية
11635,بين
11636,تشرين
11637,الثاني
11638,1886
11639,و
11640,حزيران
11641,1887
11642,.
11643,لكن
11644,في
11645,هذه
11646,المرة
11647,","
11648,كان
11649,يفكر
11650,على
11651,نحو
11652,متزايد
11653,ب
11654,المستقبل
11655,.
11656,ب
11657,الرغم
11658,من
11659,أن
11660,رواية
11661,""""
11662,جين
11663,بينغ
11664,مي
11665,""""
11666,","
11667,التي
11668,صدرت
11669,عام
11670,1610
11671,","
11672,تتضمن
11673,مواد
11674,سابقة
11675,","
11676,ف
11677,هي
11678,تظهر
11679,النزعة
11680,نحو
11681,التكوين
11682,المستقل
11683,و
11684,الاهتمام
11685,ب
11686,السيكولوجيا
11687,.
11688,ازدياد
11689,معدل
11690,التحاق
11691,الذكور
11692,ب
11693,المدرسة
11694,الثانوية
11695,و
11696,زيادة
11697,الناتج
11698,القومي
11699,ل
11700,لفرد
11701,و
11702,النمو
11703,الاقتصادي
11704,","
11705,كل
11706,ها
11707,عوامل
11708,ساهمت
11709,إلى
11710,حد
11711,بعيد
11712,في
11713,تقليل
11714,فرص
11715,قيام
11716,حرب
11717,أهلية
11718,.
11719,ب
11720,شكل
11721,خاص
11722,","
11723,زيادة
11724,التحاق
11725,الذكور
11726,ب
11727,المدرسة
11728,الثانوية
11729,ب
11730,نسبة
11731,10
11732,%
11733,فوق
11734,المعدل
11735,قللت
11736,من
11737,فرص
11738,اندلاع
11739,نزاع
11740,ب
11741,نسبة
11742,3
11743,%
11744,","
11745,في
11746,حين
11747,أسفر
11748,معدل
11749,نمو
11750,أكبر
11751,ب
11752,نسبة
11753,1
11754,%
11755,من
11756,المعدل
11757,المذكور
11758,في
11759,البحث
11760,إلى
11761,انخفاض
11762,فرص
11763,اندلاع
11764,حرب
11765,أهلية
11766,ب
11767,نحو
11768,1
11769,%
11770,.
11771,فسر
11772,البحث
11773,هذه
11774,العوامل
11775,الثلاثة
11776,ك
11777,وسائل
11778,ل
11779,إهدار
11780,مكاسب
11781,من
11782,قبل
11783,تمرد
11784,ما
11785,","
11786,و
11787,ب
11788,التالي
11789,تشجع
11790,هذه
11791,المكاسب
11792,المهدرة
11793,على
11794,التمرد
11795,.
11796,ب
11797,عبارة
11798,أخرى
11799,:
11800,يصبح
11801,الشباب
11802,من
11803,الذكور
11804,(
11805,الذين
11806,يشكلون
11807,غالبية
11808,المقاتلين
11809,في
11810,الحروب
11811,الأهلية
11812,)
11813,أقل
11814,عرضة
11815,ل
11816,لانضمام
11817,إلى
11818,تمرد
11819,إذا
11820,كانوا
11821,يحصلون
11822,تعليما
11823,أو
11824,ينالون
11825,دخلا
11826,مريحا
11827,","
11828,و
11829,يمكن
11830,الافتراض
11831,إلى
11832,حد
11833,كبير
11834,أن
11835,هم
11836,س
11837,ينجحون
11838,في
11839,المستقبل
11840,.
11841,طرح
11842,الناتج
11843,القومي
11844,ل
11845,لفرد
11846,ك
11847,سبب
11848,ل
11849,لشكوى
11850,","
11851,التي
11852,تؤدي
11853,إلى
11854,عصيان
11855,مسلح
11856,.
11857,بشر
11858,ضمان
11859,ه
11860,ل
11861,لحريات
11862,ب
11863,إنهاء
11864,التوترات
11865,بين
11866,الطوائف
11867,و
11868,تحويل
11869,الإمبراطورية
11870,إلى
11871,مكان
11872,أكثر
11873,انسجاما
11874,.
11875,قلبت
11876,الثورة
11877,العربية
11878,الكبرى
11879,التي
11880,انطلقت
11881,عام
11882,1916
11883,الطاولة
11884,على
11885,العثمانيين
11886,في
11887,جبهة
11888,الشرق
11889,الأوسط
11890,","
11891,حيث
11892,ظهر
11893,في
11894,البداية
11895,أن
11896,ل
11897,هم
11898,يد
11899,العليا
11900,خلال
11901,أول
11902,سنتين
11903,من
11904,الحرب
11905,.
11906,يناقش
11907,على
11908,وجه
11909,التحديد
11910,في
11911,العديد
11912,من
11913,الفقرات
11914,التأثيرات
11915,الاجتماعية
11916,و
11917,الثقافية
11918,السلبية
11919,ل
11920,لحرب
11921,على
11922,الإنسانية
11923,ذات
11924,ها
11925,.
11926,كان
11927,الكاهن
11928,الدومينيكاني
11929,هينريش
11930,كريمر
11931,مساعدا
11932,ل
11933,كبير
11934,أساقفة
11935,سالزبورغ
11936,.
11937,في
11938,عام
11939,1538
11940,","
11941,حذرت
11942,محاكم
11943,التفتيش
11944,الإسبانية
11945,أعضاء
11946,ها
11947,ب
11948,ألا
11949,يصدقوا
11950,كل
11951,ما
11952,ذكر
11953,ه
11954,كتاب
11955,مطرقة
11956,الساحرات
11957,.
11958,كان
11959,التعميد
11960,القسري
11961,يتعارض
11962,و
11963,تعاليم
11964,الكنيسة
11965,الكاثوليكية
11966,","
11967,و
11968,من
11969,الناحية
11970,النظرية
11971,كان
11972,يمكن
11973,ل
11974,أي
11975,شخص
11976,عمد
11977,قسرا
11978,أن
11979,يعود
11980,قانونيا
11981,إلى
11982,اليهودية
11983,.
11984,طردت
11985,إسبانيا
11986,سكان
11987,ها
11988,من
11989,اليهود
11990,الشرقيين
11991,عام
11992,1492
11993,","
11994,و
11995,قد
11996,غادر
11997,الكثير
11998,من
11999,أولئك
12000,اليهود
12001,الإسبان
12002,إسبانيا
12003,نحو
12004,البرتغال
12005,لكن
12006,هم
12007,استهدفوا
12008,هناك
12009,أيضا
12010,في
12011,نهاية
12012,المطاف
12013,.
12014,رسمت
12015,الحدود
12016,الشرقية
12017,ل
12018,مقدونيا
12019,مع
12020,تراقيا
12021,عند
12022,نهر
12023,نستوس
12024,(
12025,نهر
12026,ميستا
12027,)
12028,.
12029,ثم
12030,زحف
12031,فيليب
12032,ل
12033,ضرب
12034,أعدائ
12035,ه
12036,الجنوبيين
12037,.
12038,هزم
12039,أعداء
12040,ه
12041,في
12042,ثيساليا
12043,ب
12044,حلول
12045,عام
12046,352
12047,","
12048,و
12049,كان
12050,مسيطرا
12051,ب
12052,قوة
12053,على
12054,هذه
12055,المنطقة
12056,.
12057,تقدم
12058,الجيش
12059,المقدوني
12060,حتى
12061,ممر
12062,ثيرموبيلاي
12063,الذي
12064,يقسم
12065,اليونان
12066,إلى
12067,قسمين
12068,","
12069,لكن
12070,ه
12071,لم
12072,يحاول
12073,الاستيلاء
12074,علي
12075,ه
12076,ل
12077,أن
12078,ه
12079,كان
12080,محميا
12081,جيدا
12082,من
12083,قبل
12084,قوات
12085,مشتركة
12086,من
12087,الأثينيين
12088,و
12089,الإسبارطيين
12090,و
12091,الأخائيين
12092,.
12093,بعد
12094,أن
12095,أمن
12096,المناطق
12097,الحدودية
12098,ل
12099,مملكة
12100,مقدونيا
12101,","
12102,جمع
12103,فيليب
12104,جيشا
12105,مقدونيا
12106,كبيرا
12107,و
12108,زحف
12109,نحو
12110,عمق
12111,الأراضي
12112,التراقية
12113,في
12114,حملة
12115,غزو
12116,طويلة
12117,.
12118,كانت
12119,كاثرين
12120,إمبراطورة
12121,روسيا
12122,في
12123,غاية
12124,الرضى
12125,أيضا
12126,.
12127,طوال
12128,فترة
12129,الحرب
12130,","
12131,كثر
12132,استخدام
12133,هجوم
12134,بيرل
12135,هاربر
12136,في
12137,الدعاية
12138,الأمريكية
12139,.
12140,هذا
12141,التصور
12142,المثالي
12143,ل
12144,عائلة
12145,رومانوف
12146,الملكية
12147,أعما
12148,ه
12149,عن
12150,رؤية
12151,الوضع
12152,الحقيقي
12153,ل
12154,بلاد
12155,ه
12156,.
12157,كانت
12158,الإمبراطورية
12159,الروسية
12160,تشكل
12161,تكتلا
12162,يضم
12163,أعراقا
12164,متنوعة
12165,و
12166,يظهر
12167,مؤشرات
12168,كبيرة
12169,من
12170,التفكك
12171,في
12172,السنوات
12173,التي
12174,سبقت
12175,الحرب
12176,العالمية
12177,الأولى
12178,.
12179,ازدهرت
12180,هذه
12181,المدينة
12182,-
12183,الدولة
12184,في
12185,ذات
12186,فترة
12187,مملكة
12188,سوكوتاي
12189,.
12190,أدى
12191,هذا
12192,الاتصال
12193,ب
12194,الغرب
12195,خلال
12196,القرن
12197,السادس
12198,عشر
12199,إلى
12200,فترة
12201,من
12202,النمو
12203,الاقتصادي
12204,الكبير
12205,مع
12206,إنشاء
12207,طرق
12208,التجارة
12209,المربحة
12210,.
12211,أبلى
12212,الجيش
12213,بلاء
12214,حسنا
12215,في
12216,القتال
12217,في
12218,كوبا
12219,.
12220,و
12221,مع
12222,ذلك
12223,","
12224,كان
12225,موجها
12226,ب
12227,شكل
12228,كبير
12229,إلى
12230,مواقع
12231,صغيرة
12232,في
12233,الغرب
12234,و
12235,غير
12236,مؤهل
12237,ب
12238,شكل
12239,جيد
12240,ل
12241,خوض
12242,الحروب
12243,الخارجية
12244,.
12245,كان
12246,يعتمد
12247,على
12248,المتطوعين
12249,و
12250,وحدات
12251,ميليشيا
12252,الولاية
12253,","
12254,و
12255,التي
12256,واجهت
12257,مصاعب
12258,لوجستية
12259,و
12260,تدريبية
12261,و
12262,غذائية
12263,في
12264,نقاط
12265,الانطلاق
12266,في
12267,فلوريدا
12268,.
12269,حررت
12270,الولايات
12271,المتحدة
12272,كوبا
12273,(
12274,بعد
12275,احتلال
12276,ها
12277,من
12278,قبل
12279,الجيش
12280,الأمريكي
12281,)
12282,.
12283,وفق
12284,معاهدة
12285,السلام
12286,","
12287,تنازلت
12288,إسبانيا
12289,ل
12290,لولايات
12291,المتحدة
12292,عن
12293,مستعمرات
12294,ها
12295,في
12296,بورتوريكو
12297,و
12298,غوام
12299,و
12300,الفلبين
12301,.
12302,انطلق
12303,الهجوم
12304,ضد
12305,الجيش
12306,الهائل
12307,الذي
12308,جمعت
12309,ه
12310,البندقية
12311,من
12312,فرنسا
12313,.
12314,ب
12315,حلول
12316,عام
12317,1563
12318,","
12319,كان
12320,عدد
12321,سكان
12322,البندقية
12323,قد
12324,انخفض
12325,إلى
12326,نحو
12327,168
12328,ألف
12329,نسمة
12330,.
12331,كان
12332,التعليم
12333,خلال
12334,عصر
12335,النهضة
12336,يتألف
12337,ب
12338,شكل
12339,أساسي
12340,من
12341,الآداب
12342,القديمة
12343,و
12344,التاريخ
12345,حيث
12346,كان
12347,يعتقد
12348,أن
12349,الكلاسيكيات
12350,تبرز
12351,التعاليم
12352,الأخلاقية
12353,و
12354,فهما
12355,كبيرا
12356,ل
12357,لسلوك
12358,الإنساني
12359,.
12360,مع
12361,ذلك
12362,كانت
12363,هناك
12364,دراسات
12365,ديمغرافية
12366,و
12367,سكانية
12368,معمقة
12369,تتضمن
12370,النساء
12371,","
12372,و
12373,خصوصا
12374,أدوار
12375,هن
12376,في
12377,الإنجاب
12378,.
12379,تأتي
12380,معظم
12381,المعلومات
12382,عن
12383,تلك
12384,الفترة
12385,من
12386,المدافن
12387,و
12388,الأغراض
12389,الجنائزية
12390,التي
12391,تحوي
12392,ها
12393,.
12394,في
12395,ذلك
12396,الوقت
12397,","
12398,لم
12399,تكن
12400,تعيش
12401,هناك
12402,سوى
12403,أربعين
12404,عائلة
12405,تقريبا
12406,مع
12407,الكثير
12408,من
12409,الأراضي
12410,الزراعية
12411,الجيدة
12412,و
12413,المراعي
12414,من
12415,أجل
12416,الماشية
12417,.
12418,مع
12419,إرسال
12420,اليونان
12421,ل
12422,مستعمرين
12423,غربا
12424,نحو
12425,صقلية
12426,و
12427,إيطاليا
12428,(
12429,إسكيا
12430,و
12431,كوماي
12432,)
12433,","
12434,امتد
12435,تأثير
12436,أبجديت
12437,هم
12438,الجديدة
12439,ب
12440,شكل
12441,أكبر
12442,.
12443,الموز
12444,و
12445,موز
12446,الجنة
12447,","
12448,اللذان
12449,زرعا
12450,من
12451,قبل
12452,الإنسان
12453,ل
12454,أول
12455,مرة
12456,في
12457,جنوب
12458,شرق
12459,آسيا
12460,","
12461,غالبا
12462,في
12463,بابوا
12464,غينيا
12465,الجديدة
12466,","
12467,أعيدت
12468,زراعت
12469,هما
12470,في
12471,أفريقيا
12472,قبل
12473,5000
12474,عام
12475,على
12476,الأرجح
12477,.
12478,إلى
12479,جانب
12480,كون
12481,ها
12482,مصدرا
12483,مباشرا
12484,ل
12485,لغذاء
12486,","
12487,يمكن
12488,ل
12489,بعض
12490,الحيوانات
12491,أن
12492,توفر
12493,الجلود
12494,و
12495,الصوف
12496,و
12497,الأسمدة
12498,.
12499,و
12500,قد
12501,أدخل
12502,تغيير
12503,جذري
12504,في
12505,مبادئ
12506,العمل
12507,ب
12508,وساطة
12509,الأسكتلندي
12510,جيمس
12511,واط
12512,.
12513,خلقت
12514,الثورة
12515,الصناعية
12516,طلبا
12517,ل
12518,لقطع
12519,المعدنية
12520,المستخدمة
12521,في
12522,الآلات
12523,.
12524,في
12525,الحرب
12526,الميسينية
12527,الثانية
12528,","
12529,برهنت
12530,إسبارطة
12531,على
12532,أن
12533,ها
12534,قوة
12535,إقليمية
12536,في
12537,شبه
12538,جزيرة
12539,بيلوبونيز
12540,و
12541,في
12542,سائر
12543,أراضي
12544,اليونان
12545,.
12546,حصلت
12547,فورد
12548,تي
12549,على
12550,لقب
12551,السيارة
12552,الأكثر
12553,تأثيرا
12554,في
12555,القرن
12556,العشرين
12557,خلال
12558,حفل
12559,توزيع
12560,جوائز
12561,سيارة
12562,القرن
12563,العالمية
12564,.
12565,النجاح
12566,الذي
12567,لقيت
12568,ه
12569,سيارات
12570,رامبلر
12571,صغيرة
12572,الحجم
12573,التي
12574,كانت
12575,تصنع
12576,ها
12577,شركة
12578,أميريكان
12579,موتورز
12580,دفع
12581,شركتي
12582,جنرال
12583,موتورز
12584,و
12585,فورد
12586,ل
12587,طرح
12588,سيارات
12589,ها
12590,صغيرة
12591,الحجم
12592,عام
12593,1960
12594,.
12595,لم
12596,يخف
12597,هذا
12598,العرف
12599,في
12600,العصر
12601,الحديث
12602,إلا
12603,ب
12604,نحو
12605,بسيط
12606,و
12607,لا
12608,يزال
12609,من
12610,غير
12611,المستحسن
12612,الآن
12613,أن
12614,يخاطب
12615,الأصدقاء
12616,بعض
12617,هم
12618,البعض
12619,ب
12620,أسمائ
12621,هم
12622,الأولى
12623,","
12624,إذ
12625,ما
12626,فتئ
12627,استخدام
12628,اسم
12629,العائلة
12630,في
12631,التخاطب
12632,شائعا
12633,.
12634,في
12635,حالة
12636,العائلة
12637,الإمبراطورية
12638,","
12639,من
12640,غير
12641,الملائم
12642,بتاتا
12643,استخدام
12644,الاسم
12645,الأول
12646,.
12647,منذ
12648,الإمبراطور
12649,مييجي
12650,","
12651,جرت
12652,العادة
12653,أن
12654,يكون
12655,ل
12656,كل
12657,إمبراطور
12658,عهد
12659,خاص
12660,ب
12661,ه
12662,و
12663,أن
12664,تعاد
12665,تسمية
12666,الإمبراطور
12667,بعد
12668,وفات
12669,ه
12670,ب
12671,اسم
12672,العهد
12673,الذي
12674,حكم
12675,في
12676,ه
12677,.
12678,قبل
12679,الإمبراطور
12680,مييجي
12681,","
12682,كانت
12683,أسماء
12684,العهود
12685,تتغير
12686,ب
12687,شكل
12688,أكبر
12689,","
12690,و
12691,كان
12692,يتم
12693,اختيار
12694,أسماء
12695,الأباطرة
12696,بعد
12697,وفات
12698,هم
12699,ب
12700,طريقة
12701,مختلفة
12702,.
12703,خارج
12704,اليابان
12705,","
12706,و
12707,بدءا
12708,من
12709,الإمبراطور
12710,شووا
12711,","
12712,بات
12713,يشار
12714,إلى
12715,الأباطرة
12716,عادة
12717,ب
12718,أسمائ
12719,هم
12720,الأولى
12721,","
12722,سواء
12723,خلال
12724,حيات
12725,هم
12726,أو
12727,بعد
12728,وفات
12729,هم
12730,.
12731,في
12732,آسيا
12733,و
12734,منطقة
12735,المحيط
12736,الهادي
12737,","
12738,قتل
12739,ما
12740,بين
12741,3
12742,ملايين
12743,و
12744,أكثر
12745,من
12746,10
12747,ملايين
12748,مدني
12749,","
12750,غالبيت
12751,هم
12752,من
12753,الصينيين
12754,(
12755,يقدرون
12756,ب
12757,"7,5"
12758,مليون
12759,)
12760,","
12761,على
12762,يد
12763,قوات
12764,الاحتلال
12765,اليابانية
12766,.
12767,في
12768,أوروبا
12769,","
12770,و
12771,قبل
12772,اندلاع
12773,الحرب
12774,","
12775,كان
12776,ل
12777,لحلفاء
12778,أفضلية
12779,كبيرة
12780,من
12781,ناحية
12782,التعداد
12783,السكاني
12784,و
12785,الاقتصاد
12786,.
12787,تغيرت
12788,الحرب
12789,البرية
12790,من
12791,الجبهات
12792,الأمامية
12793,الثابتة
12794,كما
12795,كان
12796,الأمر
12797,في
12798,الحرب
12799,العالمية
12800,الأولى
12801,إلى
12802,زيادة
12803,القابلية
12804,على
12805,الحركة
12806,و
12807,الجمع
12808,بين
12809,الأسلحة
12810,.
12811,تلقى
12812,جنود
12813,سلاح
12814,الفرسان
12815,البريطاني
12816,أيضا
12817,تدريبا
12818,ممتازا
12819,على
12820,المبارزة
12821,فوق
12822,ظهور
12823,الخيل
12824,.
12825,يؤكد
12826,بعض
12827,المؤرخين
12828,","
12829,مثل
12830,تشاندلر
12831,و
12832,ويلر
12833,","
12834,أن
12835,فعالية
12836,فرقة
12837,الخيالة
12838,البريطانية
12839,الثقيلة
12840,أعطبت
12841,بعد
12842,أول
12843,هجوم
12844,ملحمي
12845,.
12846,وفقا
12847,ل
12848,دراسة
12849,جينية
12850,على
12851,البيانات
12852,الصبغية
12853,الخاصة
12854,ب
12855,الغجر
12856,","
12857,ف
12858,إن
12859,الأصل
12860,الآسيوي
12861,الجنوبي
12862,عند
12863,الغجر
12864,يعود
12865,إلى
12866,شمال
12867,غرب
12868,الهند
12869,.
12870,تعتمد
12871,التفسيرات
12872,الخاصة
12873,ب
12874,أصل
12875,الموسيقى
12876,على
12877,كيفية
12878,تعريف
12879,الموسيقى
12880,.
12881,عند
12882,البشر
12883,","
12884,كل
12885,من
12886,الذكور
12887,و
12888,الإناث
12889,مغنون
12890,متحمسون
12891,","
12892,و
12893,عزف
12894,الموسيقى
12895,نشاط
12896,جامع
12897,في
12898,أغلب
12899,الأحيان
